"FIGI","ISIN","CUSIP","SEDOL","TICKER","COUNTRY_CD","SECURITY_DESCRIPTION","PRICE","CURRENCY_CD"
BBG00V3LWMN2,US427866BF42,"427866BF4",BMWP0B7,HSY25A,US,HERSHEY COMPANY 0.9% SNR 01/06/2025,99.6677,USD
BBG00QL63760,US06406RAL15,"06406RAL1",BL0PQV4,BK24C,US,BANK OF NEW YORK MELLON CORP 2.1% SNR MTN 24/10/24 USD'J,99.89,USD
BBG00V3LWMW2,US427866BG25,"427866BG2",BMWP0F1,HSY50,US,HERSHEY COMPANY 2.65% SNR 01/06/50,62.07538,USD
BBG00VQQJRL2,US674599DZ54,"674599DZ5",BMVDNL3,OXY27A,US,OCCIDENTAL PETROLEUM CORP 8.5% SNR 15/07/2027,107.75361,USD
BBG00QV8GG25,US281020AQ02,"281020AQ0",BKY5828,EIX24,US,EDISON INTERNATIONAL 3.55% SNR 15/11/2024 USD,100,USD
BBG00VXBDFV8,US828807DK02,"828807DK0",BMVPRM8,SPG30,US,SIMON PROPERTY GROUP L.P. 2.65% SNR 15/07/30,90.55736,USD
BBG00Y03WD31,US742718FL83,"742718FL8",BN6LZX5,PG25B,US,PROCTER & GAMBLE CO 0.55% SNR 29/10/25,98.00764,USD
BBG00Y040X12,US372460AA38,"372460AA3",BMW6SP0,GPC30,US,GENUINE PARTS CO 1.875% SNR 01/11/30,85.53317,USD
BBG00VXBDFY5,US828807DJ39,"828807DJ3",BMVPR84,SPG50,US,SIMON PROPERTY GROUP L.P. 3.8% SNR 15/07/2050,74.11056,USD
BBG00VXBB4N4,US466313AK92,"466313AK9",BMVPRL7,JBL31,US,JABIL INC 3% SNR 15/01/2031,89.44833,USD
BBG00QX46ZQ5,US257375AN55,"257375AN5",BKMKKK7,D/24B,US,EASTERN ENERGY GAS HOLDINGS LLC 2.5% SNR 15/11/24 'A,100,USD
BBG00VQQJRQ7,US674599EA94,"674599EA9",BMGZ9V6,OXY30,US,OCCIDENTAL PETROLEUM CORP 8.875% SNR 15/07/30,116.16925,USD
BBG00VY02S18,US49446RAW97,"49446RAW9",BMW12S6,KIM30,US,KIMCO REALTY CORP 2.7% SNR 01/10/2030,91.35483,USD
BBG00VZQDHM9,US169905AG19,"169905AG1",BN2SL65,CHH31,US,CHOICE HOTELS INTERNATIONAL INC 3.7% SNR 15/01/2031,92.12028,USD
BBG00X70F3W1,US91913YBB56,"91913YBB5",BN78DG4,VLO27,US,VALERO ENERGY CORP 2.15% SNR 15/09/27,94.27764,USD
BBG00X70DNG7,US02665WDN83,"02665WDN8",BLFF363,HMC/25A,US,AMERICAN HONDA FINANCE CORPORATION 1% SNR MTN 10/09/25,98.35,USD
BBG00X70FS01,US040555DC57,"040555DC5",BN767X3,PNW/50A,US,ARIZONA PUBLIC SERVICE CO 2.65% SNR 15/09/50,58.63437,USD
BBG00X70CNP8,US494368CC54,"494368CC5",BN78D53,KMB27,US,KIMBERLY CLARK CORP 1.05% SNR 15/09/27,92.63792,USD
BBG00X7K4974,US26441CBJ36,"26441CBJ3",BKP3TR3,DUK25B,US,DUKE ENERGY CORP 0.9% SNR 15/09/2025,98.2525,USD
BBG00X70J446,US29366MAB46,"29366MAB4",BM99P28,ETR/51B,US,ENTERGY ARKANSAS LLC 2.65% 1MTG 15/06/51 USD'89',59.31885,USD
BBG00X705K45,US67059TAG04,"67059TAG0",BN7KG61,NS25,US,NUSTAR LOGISTICS L P 5.75% GTD SNR 01/10/25 USD,102.76043,USD
BBG00X705KH1,US67059TAH86,"67059TAH8",BN7D7Y5,NS30,US,NUSTAR LOGISTICS L P 6.375% GTD SNR 01/10/30 USD,104.21548,USD
BBG00X7K5HP5,US53227JAC80,"53227JAC8",BN7D2M8,LSI30,US,LIFE STORAGE LP 2.2% GTD SNR 15/10/2030 USD,86.07092,USD
BBG0133Q1F88,US06406RAX52,"06406RAX5",BP4D2T2,BK24E,US,BANK OF NEW YORK MELLON CORP 0.85% SNR MTN 25/10/24 USD,100,USD
BBG00Y03Z9L7,US00510RAD52,"00510RAD5",BN6SVW7,AYI/30,US,ACUITY BRANDS LIGHTING INC 2.15% GTD SNR 15/12/30 USD,87.02085,USD
BBG00Y1B6TM5,US718172CS62,"718172CS6",BLNL4Q0,PM30A,US,PHILIP MORRIS INTERNATIONAL INC 1.75% SNR 01/11/30,86.26458,USD
BBG00VZQD947,US144285AL72,"144285AL7",BN4CPQ3,CRS28,US,CARPENTER TECHNOLOGY CORP 6.375% SNR 15/07/28,100.9161,USD
BBG00X8R3WX9,US22003BAL09,"22003BAL0",BM98CV3,CDP26A,US,CORPORATE OFFICE PPTYS L P 2.25% GTD SNR 15/03/26 USD,97.1625,USD
BBG00X8R38P1,US31620RAK14,"31620RAK1",BM9C8W8,FNF31,US,FIDELITY NATIONAL FINANCIAL 2.45% SNR 15/03/31,86.21393,USD
BBG00X7KBT36,US574599BP01,"574599BP0",BKSD5J4,MAS30,US,MASCO CORP 2% SNR 01/10/2030,86.89591,USD
BBG00Y1RNTJ5,US26884LAL36,"26884LAL3",BMDMZ01,EQT29,US,EQT CORPORATION 5% SNR 15/01/2029,101.57369,USD
BBG00W26W3W6,US42824CBK45,"42824CBK4",BMW2T55,HPE26,US,HEWLETT PACKARD ENTERPRISE CO 1.75% SNR 01/04/26,97.94042,USD
BBG00QQ5ZL16,US693475AY16,"693475AY1",BKLGND0,PNC24B,US,PNC FINANCIAL SERVICES GROUP 2.2% SNR 01/11/2024,100,USD
BBG00W4MXWZ1,US91159HJA95,"91159HJA9",BMDCDR4,USB30,US,US BANCORP 1.375% SNR MTN 22/07/30 USD,83.85208,USD
BBG00Y48D2Q6,US6174468U61,"6174468U6",BMWH712,MS32,US,MORGAN STANLEY 1.794%-FRN SNR 13/02/32 USD,83.90754,USD
BBG00Y48PFH4,US345397B280,"345397B28",BMWS436,F/25N,US,FORD MOTOR CREDIT CO LLC 3.375% SNR 13/11/2025 USD,99.93563,USD
BBG00V6PVXC9,US92940PAG90,"92940PAG9",BM93S98,WRK/33,US,WRKCO INC 3% GTD SNR 15/06/33,86.40878,USD
BBG00V6PVMY9,US731572AB96,"731572AB9",BM8BF69,RL30,US,RALPH LAUREN CORP 2.95% SNR 15/06/30,92.74457,USD
BBG00TZ4M3S8,US491674BM82,"491674BM8",BMGDH50,PPL/50,US,KENTUCKY UTILITIES COMPANY 3.3% 1MTG 01/06/50,68.70955,USD
BBG00V6PWXR2,US00846UAM36,"00846UAM3",BM8BDB0,A30,US,AGILENT TECHNOLOGIES INC 2.1% SNR 04/06/2030,88.70554,USD
BBG00V6PTG02,US845011AC92,"845011AC9",BMBM677,SWX/30,US,SOUTHWEST GAS CORP 2.2% SNR 15/06/2030,88.6558,USD
BBG00V310Q25,US863667AY70,"863667AY7",BMWJ138,SYK30A,US,STRYKER CORP 1.95% SNR 15/06/30,87.88792,USD
BBG00V310QH9,US863667AZ46,"863667AZ4",BMW7ND6,SYK50,US,STRYKER CORP 2.9% SNR 15/06/2050,66.0571,USD
BBG00V76JGR5,US008252AP33,"008252AP3",BMFWGF1,AMG30,US,AFFILIATED MANAGERS GROUP 3.3% SNR 15/06/2030,93.42572,USD
BBG00W26VVS0,US90265EAT73,"90265EAT7",BLB0KJ4,UDR32,US,UDR INC 2.1% GTD SNR 01/08/2032 USD,81.60464,USD
BBG00W4N32H8,US69121KAD63,"69121KAD6",BMX4VQ5,OBDC26,US,BLUE OWL CAPITAL CORPORATION 4.25% SNR 15/01/26,100.14181,USD
BBG012W8LY49,US89352HBB42,"89352HBB4",BMCFPZ6,TRP/24A,US,TRANSCANADA PIPELINES LTD 1% SNR 12/10/2024,100,USD
BBG00XGCYMY0,US291011BP85,"291011BP8",BN13V72,EMR26,US,EMERSON ELECTRIC CO 0.875% SNR 15/10/26,95.3953,USD
BBG00Y4QG675,US76169XAA28,"76169XAA2",BN2QV03,REXR30,US,REXFORD INDUSTRIAL REALTY L P 2.125% GTD SNR 01/12/30 USD,86.35397,USD
BBG00Y48JCM2,US110122DS47,"110122DS4",BMXF715,BMY50,US,BRISTOL-MYERS SQUIBB CO 2.55% SNR 13/11/50,59.41491,USD
BBG00Y48FQD5,US29364WBE75,"29364WBE7",BMX50N8,ETR30A,US,ENTERGY LOUISIANA LLC 1.6% 1MTG 15/12/2030 USD,84.81051,USD
BBG00Y48LRG3,US209111FZ15,"209111FZ1",BMX50J4,ED/60,US,CONSOLIDATED EDISON CO(N.Y) 3% DEB 01/12/2060,59.80603,USD
BBG00Y3KRMV5,US94106LBN82,"94106LBN8",BL54V77,WM28,US,WASTE MANAGEMENT INC 1.15% GTD SNR 15/03/28 USD,91.30153,USD
BBG00V769TT6,US89788MAA09,"89788MAA0",BMHGSP5,TFC25A,US,TRUIST FINANCIAL CORPORATION 1.2% SNR MTN 05/08/2025 USD,99.00269,USD
BBG00V769V48,US89788MAB81,"89788MAB8",BMG7677,TFC30,US,TRUIST FINANCIAL CORPORATION 1.95% SNR MTN 05/06/30 USD,87.63484,USD
BBG00V76F2S9,US15189XAU28,"15189XAU2",BKPD746,CNP/50,US,CENTERPOINT ENERGY HOUSTON ELECTRIC2.9% 1MTG 01/07/50,64.02969,USD
BBG00V7R7QX3,US337932AP26,"337932AP2",BMBWWL3,FE30A,US,FIRSTENERGY CORP 2.25% SNR 01/09/30,87.13653,USD
BBG00V7RSW85,US87265HAG48,"87265HAG4",BMBT269,TPH28,US,TRI POINTE HOMES INC 5.7% GTD SNR 15/06/2028 USD,101.08446,USD
BBG00V7R7QS9,US337932AN77,"337932AN7",BMBT2S1,FE26,US,FIRSTENERGY CORP 1.6% SNR 15/01/26 'A,97.54444,USD
BBG00V7R2GM2,US98212BAM54,"98212BAM5",BMBWWM4,WPX28,US,WPX ENERGY INC 5.875% SNR 15/06/28,102.6091,USD
BBG00V93PQK8,US440452AF79,"440452AF7",BMG6931,HRL30,US,HORMEL FOODS CORP 1.8% SNR 11/06/2030,87.445,USD
BBG00V93RB56,US759351AP49,"759351AP4",BMGB6Q8,RGA30,US,REINSURANCE GROUP OF AMERICA 3.15% SNR 15/06/30,92.84856,USD
BBG00W7VFJT4,US526107AF41,"526107AF4",BMXXZ37,LII27,US,LENNOX INTERNATIONAL INC 1.7% GTD SNR 01/08/2027 USD,93.58289,USD
BBG00WC5WGN8,US15135UAS87,"15135UAS8",BJLLBC3,CVE25,US,CENOVUS ENERGY INC 5.375% SNR 15/07/25,101.11377,USD
BBG00W7VFJM1,US526107AE75,"526107AE7",BMXW8N5,LII25,US,LENNOX INTERNATIONAL INC 1.35% GTD SNR 01/08/25 USD,98.99814,USD
BBG00Y3KRMG2,US94106LBL27,"94106LBL2",BL54TX9,WM25A,US,WASTE MANAGEMENT INC 0.75% GTD SNR 15/11/25 USD,97.91708,USD
BBG00Y6SH7M9,US718546AZ72,"718546AZ7",BLD4931,PSX26,US,PHILLIPS 66 1.3% GTD SNR 15/02/2026 USD,97.38061,USD
BBG00XY937G4,US00287YCA55,"00287YCA5",BJDRSG2,ABBV39,US,ABBVIE INC 4.05% SNR 21/11/39,87.89875,USD
BBG00XY90HN7,US00287YBV02,"00287YBV0",BMCF750,ABBV26A,US,ABBVIE INC 2.95% SNR 21/11/26,98.78069,USD
BBG00VC8MJF8,US718546AW42,"718546AW4",BMTD3K4,PSX30,US,PHILLIPS 66 2.15% GTD SNR 15/12/30 USD,87.45665,USD
BBG00VC8MWF9,US11120VAJ26,"11120VAJ2",BMC8VY6,BRX/30,US,BRIXMOR OPERATING PARTNERSHIP LP 4.05% SNR 01/07/30,96.71778,USD
BBG00VC8N2L7,US72650RBN17,"72650RBN1",BMC8W21,PAA/30,US,PLAINS ALL AMERICAN PIPELINE LP 3.8% SNR 15/09/2030,94.26651,USD
BBG00V93TYQ1,US06652KAB98,"06652KAB9",BKPD8J8,BKU30,US,BANKUNITED INC 5.125% LT2 11/06/30,99.66416,USD
BBG00VC8JML8,US26444HAJ05,"26444HAJ0",BMBZTJ9,DUK/30,US,DUKE ENERGY FLA LLC 1.75% 1MTG 15/06/30,87.01517,USD
BBG00VCXV7Q7,US960413AW24,"960413AW2",BMHTD82,WLK30,US,WESTLAKE CORPORATION 3.375% SNR 15/06/30,94.06101,USD
BBG00VCXWZQ4,US02406PBA75,"02406PBA7",BMQ52N9,AXL28,US,AMERICAN AXLE & MANUFACTURING INC 6.875% GTD SNR 01/07/28 USD,97.77146,USD
BBG00VDF9D14,US247361ZZ42,"247361ZZ4",BMVT184,DAL26,US,DELTA AIR LINES INC 7.375% SNR 15/01/26,102.95549,USD
BBG00VCXT0Y6,US31620RAJ41,"31620RAJ4",BMTD0M5,FNF30,US,FIDELITY NATIONAL FINANCIAL 3.4% SNR 15/06/2030,93.2746,USD
BBG00WC6GZT6,US759509AG74,"759509AG7",BJLD7W1,RS30,US,RELIANCE INC 2.15% SNR 15/08/30,87.0888,USD
BBG00WBMX2R8,US49456BAS07,"49456BAS0",BN2YL29,KMI50,US,KINDER MORGAN INC 3.25% GTD SNR 01/08/50 USD,64.31778,USD
BBG00WC6GZQ9,US759509AF91,"759509AF9",BK7YTQ3,RS25,US,RELIANCE INC 1.3% SNR 15/08/2025,98.80049,USD
BBG00WDS1GQ8,US89788MAC64,"89788MAC6",BLD6QK3,TFC27,US,TRUIST FINANCIAL CORPORATION 1.125% SNR MTN 03/08/27 USD,92.63188,USD
BBG00WDS2D48,US431282AT94,"431282AT9",BLD6QJ2,HIW/31,US,HIGHWOODS RLTY LTD PARTNERSHIP 2.6% SNR 01/02/2031,85.05039,USD
BBG00WCN8KS2,US015271AV11,"015271AV1",BK94080,ARE33,US,ALEXANDRIA REAL ESTATE EQUITIES 1.875% GTD SNR 01/02/33 USD,78.83965,USD
BBG00QXHNG98,US29736RAN08,"29736RAN0",BKRL9P3,EL24,US,ESTEE LAUDER COMPANIES INC 2% SNR 01/12/2024,100,USD
BBG00XK3KWK3,US797440BZ64,"797440BZ6",BM9F087,SRE/30A,US,SAN DIEGO GAS & ELECTRIC CO 1.7% 1MTG 01/10/30,85.83416,USD
BBG00XY98CK3,US00287YCB39,"00287YCB3",BJDRSH3,ABBV49,US,ABBVIE INC 4.25% SNR 21/11/49,83.91931,USD
BBG00Y78G725,US025537AR24,"025537AR2",BMC72S4,AEP25,US,AMERICAN ELECTRIC POWER CO INC 1% SNR 01/11/2025 'N,98.10833,USD
BBG00Y48MM46,US760759AZ35,"760759AZ3",BMX50G1,RSG32,US,REPUBLIC SERVICES INC 1.75% SNR 15/02/32,82.42943,USD
BBG00Y48M8D7,US02361DAV29,"02361DAV2",BMZ71J5,AEE/30A,US,AMEREN ILLINOIS CO 1.55% 1MTG 15/11/30,85.5313,USD
BBG00T239HG3,US49271VAK61,"49271VAK6",BL0MLQ5,KDP50,US,KEURIG DR PEPPER INC 3.8% GTD SNR 01/05/2050 USD,75.24167,USD
BBG00T24V6C4,US65473PAJ49,"65473PAJ4",BL0MLT8,NI30,US,NISOURCE INC 3.6% SNR 01/05/2030,96.05943,USD
BBG00T239HC7,US49271VAJ98,"49271VAJ9",BKWF8W0,KDP30,US,KEURIG DR PEPPER INC 3.2% GTD SNR 01/05/2030 USD,93.89667,USD
BBG00T2NJ440,US26875PAU57,"26875PAU5",BLBMLZ3,EOG30,US,EOG RESOURCES INC 4.375% SNR 15/04/30,100.87844,USD
BBG00T2NJ495,US26875PAT84,"26875PAT8",BLB9JH2,EOG50,US,EOG RESOURCES INC 4.95% SNR 15/04/50,91.79054,USD
BBG00T2NSLV2,US03040WAX39,"03040WAX3",BLBMM05,AWK50,US,AMERICAN WATER CAPITAL CORP 3.45% SNR 01/05/50,71.20777,USD
BBG00T2NSLN1,US03040WAW55,"03040WAW5",BLC9MH2,AWK30,US,AMERICAN WATER CAPITAL CORP 2.8% SNR 01/05/2030,92.52354,USD
BBG00T5JDCT7,US29670GAE26,"29670GAE2",BLF9912,WTRG50,US,ESSENTIAL UTILITIES INC 3.351% SNR 15/04/50,67.40743,USD
BBG00T5JDCR9,US29670GAD43,"29670GAD4",BLF9923,WTRG30,US,ESSENTIAL UTILITIES INC 2.704% SNR 15/04/30,91.61431,USD
BBG00T5JC9B4,US579780AQ09,"579780AQ0",BLB4M12,MKC30,US,MCCORMICK & COMPANY INC 2.5% SNR 15/04/2030,90.88594,USD
BBG00T64QVN9,US91913YAY68,"91913YAY6",BMCPS68,VLO25A,US,VALERO ENERGY CORP 2.85% SNR 15/04/25,101.11042,USD
BBG00WFCJQJ8,US911363AM11,"911363AM1",BLFGYK7,URI31,US,UNITED RENTALS INC 3.875% GTD SNR 15/02/31 USD,90.71285,USD
BBG00WBMX2N2,US49456BAR24,"49456BAR2",BN2YL07,KMI31,US,KINDER MORGAN INC 2% GTD SNR 15/02/31,85.47889,USD
BBG00WGHX0J7,US883203CC32,"883203CC3",BMF11B9,TXT31,US,TEXTRON INC 2.45% SNR 15/03/31,87.20801,USD
BBG00WGHX2X7,US233331BG16,"233331BG1",BMD7L75,DTE25A,US,DTE ENERGY CO 1.05% SNR 01/06/25,99.63125,USD
BBG00WGHRHP0,US037411BJ37,"037411BJ3",BMD7LJ7,APA27,US,APA CORPORATION 4.875% SNR 15/11/27,102.01882,USD
BBG00WGHYCJ0,US817565CF96,"817565CF9",BMD9D08,SCI30,US,SERVICE CORPORATION INTERNATIONAL 3.375% SNR 15/08/30,89.3033,USD
BBG00WGHRH89,US037411BH70,"037411BH7",BMD7VD1,APA25,US,APA CORPORATION 4.625% SNR 15/11/25,101.15883,USD
BBG00WH2ZND3,US74456QCE44,"74456QCE4",BMDNW58,PEG/50B,US,PUBLIC SERVICE ELECTRIC & GAS CO 2.05% 1MTG MTN 01/08/50 USD,53.25728,USD
BBG00WH38G19,US70959WAJ27,"70959WAJ2",BMDNKX2,PAG25,US,PENSKE AUTOMOTIVE GROUP INC 3.5% GTD SUB 01/09/2025 USD,99.65326,USD
BBG00WDS28J3,US29379VCA98,"29379VCA9",BLD57S5,EPD/52,US,ENTERPRISE PRODS OPER LLC DISC 3.2% GTD SNR 15/02/2052 USD,66.49222,USD
BBG00WH2Z864,US093662AH70,"093662AH7",BMF5Q16,HRB/30,US,BLOCK FINANCIAL LLC 3.875% GTD SNR 15/08/30 USD,94.2469,USD
BBG00WHMR574,US898813AS93,"898813AS9",BMF3VY8,FTS/30,US,TUSCON ELECTRIC POWER 1.5% SNR 01/08/2030,84.35012,USD
BBG00WGHWGN8,US74005PBT03,"74005PBT0",BMF11L9,LIN/30,US,LINDE INC. 1.1% GTD SNR 10/08/2030 USD,84.51667,USD
BBG00XKL35N8,US11271LAF94,"11271LAF9",BMY54P7,BAM/51,US,BROOKFIELD FIN INC 3.5% GTD SNR 30/03/2051 USD,70.22708,USD
BBG00XK3KSX8,US488401AC40,"488401AC4",BMBQL41,KMPR30,US,KEMPER CORP 2.4% SNR 30/09/2030,87.86107,USD
BBG00Y48MLK0,US760759AY69,"760759AY6",BMZ71K6,RSG25A,US,REPUBLIC SERVICES INC 0.875% SNR 15/11/25,97.89326,USD
BBG00Y8XBFS8,US020002BJ95,"020002BJ9",BMF4PY9,ALL30,US,ALLSTATE CORP 1.45% SNR 15/12/30,83.80621,USD
BBG00Y8XBFJ8,US020002BH30,"020002BH3",BMF4PX8,ALL25,US,ALLSTATE CORP 0.75% SNR 15/12/25,97.27458,USD
BBG00Y4QCBR6,US502431AN98,"502431AN9",BMCVTZ2,LHX31,US,L3 HARRIS TECHNOLOGIES INC 1.8% SNR 15/01/2031,85.04189,USD
BBG00T7L6GB8,US133131AZ59,"133131AZ5",BMFQ5D4,CPT30,US,CAMDEN PROPERTY TRUST 2.8% SNR 15/05/2030,92.21302,USD
BBG00T6S6HG7,US50249AAD54,"50249AAD5",BMG2XG0,LYB/50,US,LYB INTERNATIONAL FINANCE III LLC 4.2% GTD SNR 01/05/2050 USD,76.02548,USD
BBG00YFDM416,US48203RAP91,"48203RAP9",BM9GMV7,JNPR30,US,JUNIPER NETWORKS 2% SNR 10/12/2030,85.75395,USD
BBG00YFDM3N4,US48203RAN44,"48203RAN4",BM9GMX9,JNPR25A,US,JUNIPER NETWORKS 1.2% SNR 10/12/2025,97.77,USD
BBG00YG3HZB3,US871911AT09,"871911AT0",BLD92Z9,ETR/25A,US,SYSTEM ENERGY RESOURCES INC 2.14% 1MTG 09/12/2025 USD,98.822,USD
BBG00YG4YQ13,US674599EF81,"674599EF8",BMHLJ91,OXY31A,US,OCCIDENTAL PETROLEUM CORP 6.125% SNR 01/01/31,104.15161,USD
BBG00YGBGZT7,US808513BF16,"808513BF1",BMQ83N5,SCHW26A,US,SCHWAB(CHARLES)CORP 0.9% SNR 11/03/2026,96.6625,USD
BBG00YHKDHF4,US125491AN04,"125491AN0",BL6LGW7,CIXX30,US,CI FINANCIAL CORP 3.2% SNR 17/12/2030,88.21042,USD
BBG0112HF027,US929043AL12,"929043AL1",BNNF994,VNO/31,US,VORNADO REALTY L.P. 3.4% SNR 01/06/2031,86.375,USD
BBG0110WR6H4,US50540RAX08,"50540RAX0",BNM6813,LH26,US,LABORATORY CORP AMER HLDGS 1.55% SNR 01/06/26,96.97375,USD
BBG0110WR9B4,US50540RAY80,"50540RAY8",BND7X98,LH31,US,LABORATORY CORP AMER HLDGS 2.7% SNR 01/06/2031,88.4575,USD
BBG0116QXQQ0,US44701QBF81,"44701QBF8",BL5F9D2,HUN31,US,HUNTSMAN INTERNATIONAL LLC 2.95% SNR 15/06/31,85.57754,USD
BBG00YGBGZV4,US808513BG98,"808513BG9",BMQ83M4,SCHW31,US,SCHWAB(CHARLES)CORP 1.65% SNR 11/03/31,84.15729,USD
BBG00YGB5GQ4,US682691AA80,"682691AA8",BMQ83Q8,OMF/30,US,ONEMAIN FINANCIAL CORPORATION 4% GTD SNR 15/09/30,89.22444,USD
BBG00YG4YQ04,US674599EE17,"674599EE1",BMQ83P7,OXY25C,US,OCCIDENTAL PETROLEUM CORP 5.5% SNR 01/12/2025,100.2507,USD
BBG00YGL1BS5,US756109BA12,"756109BA1",BN459R1,O33,US,REALTY INCOME CORP 1.8% SNR 15/03/2033,78.11757,USD
BBG00YGL1BJ5,US756109AZ71,"756109AZ7",BN459P9,O26A,US,REALTY INCOME CORP 0.75% SNR 15/03/26,96.33708,USD
BBG00YCY1YH3,US90265EAU47,"90265EAU4",BMC74N3,UDR33,US,UDR INC 1.9% GTD SNR 15/03/2033 USD,78.30531,USD
BBG00YHK6N32,US37185LAM46,"37185LAM4",BN717J4,GEL27,US,GENESIS ENERGY LP & GEN EN FIN CORP8% GTD SNR 15/01/27,103.51362,USD
BBG0103W4M74,US29670GAF90,"29670GAF9",BMCPMQ6,WTRG31,US,ESSENTIAL UTILITIES INC 2.4% SNR 01/05/2031,88.23543,USD
BBG00Y61QX50,US893574AR45,"893574AR4",BN49122,WMB/50,US,TRANSCONTINENTAL GAS PIPE LINE CORP3.95% SNR 15/05/50,77.39124,USD
BBG00ZHZG4S0,US443510AK84,"443510AK8",BNT2M45,HUBB31,US,HUBBELL INC 2.3% SNR 15/03/2031,86.53203,USD
BBG0105VS9Y7,US69121KAF12,"69121KAF1",BNDM348,OBDC27,US,BLUE OWL CAPITAL CORPORATION 2.625% SNR 15/01/27,95.76033,USD
BBG00Z6CCMW2,US489170AF77,"489170AF7",BJP8K12,KMT31,US,KENNAMETAL INC 2.8% SNR 01/03/2031,88.52436,USD
BBG00ZL62WR3,US084423AV48,"084423AV4",BLGTCX4,WRB52,US,BERKLEY(W.R.)CORP 3.55% SNR 30/03/52,71.75934,USD
BBG00ZMXX874,US0778FPAF64,"0778FPAF6",BNYCQP9,BCE51,US,BELL CANADA 3.65% GTD SNR 17/03/51 USD,71.12052,USD
BBG00YRVW378,US166756AS52,"166756AS5",BMYC7B5,CVX/29A,US,CHEVRON U.S.A. INC 3.25% GTD SNR 15/10/29 USD,96.28153,USD
BBG00YRVN5V6,US166756AR79,"166756AR7",BMV7YS9,CVX/28A,US,CHEVRON U.S.A. INC 3.85% GTD SNR 15/01/28 USD,99.90069,USD
BBG00YRGJRY3,US24422EVL00,"24422EVL0",BNRQN13,DE31,US,JOHN DEERE CAPITAL CORP 1.45% SNR MTN 15/01/31 USD,84.92403,USD
BBG00ZNK2BW0,US808513BP97,"808513BP9",BKSH347,SCHW28A,US,SCHWAB(CHARLES)CORP 2% SNR 20/03/2028,93.13444,USD
BBG00ZJYD529,US651587AG29,"651587AG2",BMZ3K85,NEU31,US,NEWMARKET CORP 2.7% SNR 18/03/2031,87.61773,USD
BBG00YRTQTJ0,US677415CT66,"677415CT6",BNBSB11,AEP/31,US,OHIO POWER CO 1.625% SNR 15/01/31,83.87179,USD
BBG00YRTQB27,US843646AW05,"843646AW0",BN7QLJ7,SO/26C,US,SOUTHERN POWER COMPANIES 0.9% SNR 15/01/2026,97.2229,USD
BBG00YRTKJB6,US842400GY39,"842400GY3",BN7QLH5,EIX/51,US,SOUTHERN CALIFORNIA EDISON CO 2.95% 1MTG 01/02/51,60.65399,USD
BBG00YS3Y518,US89236THW80,"89236THW8",BM9TMP0,TM/26A,US,TOYOTA MOTOR CREDIT CORP 0.8% SNR MTN 09/01/2026 USD,97.39556,USD
BBG00YRTKQ66,US501044DQ10,"501044DQ1",BNBSB00,KR31A,US,KROGER CO 1.7% SNR 15/01/2031,84.19472,USD
BBG00Z6C9CN8,US22822VAX91,"22822VAX9",BKPR157,CCI41,US,CROWN CASTLE INC 2.9% SNR 01/04/2041,70.00583,USD
BBG00Z6C9CC0,US22822VAW19,"22822VAW1",BKPR168,CCI31A,US,CROWN CASTLE INC 2.1% SNR 01/04/2031,84.6625,USD
BBG00ZKWNCD3,US879360AE54,"879360AE5",BKY5HF4,TDY31,US,TELEDYNE TECHNOLOGIES INC 2.75% SNR 01/04/31,90.4453,USD
BBG00ZKWNBX3,US879360AC98,"879360AC9",BKP8KN1,TDY26,US,TELEDYNE TECHNOLOGIES INC 1.6% SNR 01/04/2026,97.81286,USD
BBG010FXJ678,US963320AY28,"963320AY2",BNM1FZ1,WHR31,US,WHIRLPOOL CORP 2.4% SNR 15/05/2031,84.76553,USD
BBG00YVHQWM0,US56035LAE48,"56035LAE4",BMY9GV9,MAIN26,US,MAIN STREET CAPITAL CORPORATION 3% SNR 14/07/2026,97.55,USD
BBG00Z5J25G4,US74340XBS99,"74340XBS9",BMXM0W8,PLD31,US,PROLOGIS L P 1.625% SNR 15/03/31,83.53632,USD
BBG00YXMGKV4,US74460WAA53,"74460WAA5",BMXYP74,PSA26,US,PUBLIC STORAGE 0.875% SNR 15/02/26,96.85451,USD
BBG00YXM9X17,US723787AR88,"723787AR8",BM9PJB3,PXD31,US,PIONEER NATURAL RESOURCES CO 2.15% SNR 15/01/31,87.46096,USD
BBG00Z836Z76,US90265EAV20,"90265EAV2",BN33PY5,UDR33A,US,UDR INC 2.1% GTD SNR 15/06/2033 USD,78.26083,USD
BBG00Z6PR661,US636180BR19,"636180BR1",BM8MRT9,NFG31,US,NATIONAL FUEL GAS CO 2.95% SNR 01/03/31,88.72102,USD
BBG010L0J7L5,US235825AH97,"235825AH9",BN29V46,DAN30,US,DANA INCORPORATED 4.25% SNR 01/09/30,92.95875,USD
BBG00ZWY5D53,US233293AR02,"233293AR0",BNZFS28,AES/25,US,DPL INC 4.125% SNR 01/07/25,100.41971,USD
BBG00Z9180Y4,US92936UAH23,"92936UAH2",BM8N2X1,WPC33,US,WP CAREY INC 2.25% SNR 01/04/33,81.21255,USD
BBG00ZF1BSV5,US460690BS81,"460690BS8",BMFBP73,IPG41,US,INTERPUBLIC GROUP COS INC 3.375% SNR 01/03/41,75.12543,USD
